"Triplet","CancerTypes","Count"
"miR-181c-3p/miR-629-5p/KCNMA1","THYM",1
"miR-485-5p/miR-98-5p/DTX3L","ACC",1
"miR-486-5p/miR-92b-3p/TENT5A","TGCT",1
"miR-487a-3p/miR-493-3p/NAMPT","MESO",1
"miR-490-3p/miR-345-5p/NFAT5","BLCA",1
"miR-3065-5p/miR-129-5p/IGF1","TGCT",1
"miR-3065-5p/miR-219a-1-3p/IGF1","TGCT",1
"miR-3065-5p/miR-424-5p/HOXC8","SKCM",1
"miR-30a-3p/let-7b-5p/MDM4","THYM",1
"miR-491-5p/miR-125b-2-3p/BTG2","UVM",1
"miR-491-5p/miR-744-5p/SMAD3","UCS",1
"miR-30a-3p/miR-129-5p/CASP3","UVM",1
"miR-30a-3p/miR-222-3p/HEG1","UVM",1
"miR-491-5p/miR-939-5p/DYRK1B","ACC",1
"miR-493-5p/miR-29b-2-5p/FRMD6","ACC",1
"miR-181c-3p/miR-708-5p/CANX","DLBC",1
"miR-181d-5p/miR-203a-3p/DDX3Y","SKCM",1
"miR-181d-5p/miR-20b-5p/BRCA1","TGCT",1
"miR-181d-5p/miR-215-5p/IL6ST","COAD",1
"miR-181d-5p/miR-9-5p/G3BP1","DLBC",1
"miR-182-5p/miR-10a-5p/CHL1","BLCA",1
"miR-30a-3p/miR-30a-5p/EPB41L4B","MESO",1
"miR-30a-5p/miR-199b-5p/TRIM59","THYM",1
"miR-495-3p/miR-299-3p/COL12A1","TGCT",1
"miR-495-3p/miR-339-3p/BTG2","SARC",1
"miR-182-5p/miR-125a-3p/RASSF8","SARC",1
"miR-182-5p/miR-130a-3p/SMC4","SARC",1
"miR-30a-5p/miR-30c-2-3p/FST","LIHC",1
"miR-30a-5p/miR-363-5p/CECR2","THYM",1
"miR-497-3p/miR-9-5p/ZNF711","THYM",1
"miR-497-5p/miR-1-3p/KCNN4","SARC",1
"miR-30b-3p/miR-1226-3p/INMT","BLCA",1
"miR-30b-3p/miR-196b-5p/AHR","SARC",1
"miR-182-5p/miR-149-5p/PLS3","ACC",1
"miR-182-5p/miR-16-1-3p/TXNIP","SARC",1
"miR-182-5p/miR-196b-5p/PRSS23","SARC",1
"miR-182-5p/miR-3613-3p/CTNNA3","UCEC",1
"miR-182-5p/miR-9-3p/PCMTD1","DLBC",1
"miR-182-5p/miR-96-5p/NCAM2","PCPG",1
"miR-183-3p/miR-19a-3p/CCN2","UCEC",1
"miR-183-5p/miR-33a-5p/MBNL2","ESCA",1
"miR-183-5p/miR-500a-5p/PCGF5","TGCT",1
"miR-183-5p/miR-548b-3p/PAG1","PCPG",1
"miR-185-3p/miR-29a-5p/BBC3","SKCM",1
"miR-185-3p/miR-639/FOXC1","UCEC",1
"miR-186-5p/miR-1-3p/AXL","SARC",1
"miR-30b-3p/miR-326/ULBP3","UCS",1
"miR-30b-5p/miR-130a-3p/SLC7A11","LUAD",1
"miR-188-3p/miR-1226-3p/SCD","ACC",1
"miR-188-3p/miR-1270/CUX1","READ",1
"miR-188-3p/miR-377-5p/GSR","UCS",1
"miR-188-3p/miR-497-5p/ATP2A2","CESC",1
"miR-188-5p/miR-18a-3p/RPS3","SKCM",1
"miR-18a-3p/miR-4326/TXNIP","LIHC",1
"miR-18a-3p/miR-532-5p/PXDN","ESCA",1
"miR-497-5p/miR-141-3p/MAVS","SKCM",1
"miR-497-5p/miR-144-3p/WNT7A","BLCA",1
"miR-497-5p/miR-20b-5p/EPM2AIP1","PCPG",1
"miR-497-5p/miR-301b-3p/CD274","CESC",1
"miR-18a-5p/miR-182-5p/CELSR2","SARC",1
"miR-18a-5p/miR-196b-5p/ATP2A2","SARC",1
"miR-497-5p/miR-485-3p/TUBB2A","SKCM",1
"miR-497-5p/miR-491-5p/MTHFR","UCS",1
"miR-18b-5p/miR-18a-3p/F3","BLCA",1
"miR-18b-5p/miR-31-5p/KLHDC10","TGCT",1
"miR-18b-5p/miR-320b/RASA2","DLBC",1
"miR-18b-5p/miR-552-3p/ZC3H12C","READ",1
"miR-192-3p/miR-145-5p/MIB1","STAD",1
"miR-497-5p/miR-497-3p/PFKFB2","THYM",1
"miR-500a-3p/miR-421/SOD2","SARC",1
"miR-192-5p/miR-122-5p/SLC19A2","KIRC",1
"miR-192-5p/miR-192-3p/ARHGAP29","CHOL",1
"miR-500b-5p/miR-216a-5p/SERINC3","TGCT",1
"miR-500b-5p/miR-550a-3p/NFIA","ESCA",1
"miR-501-5p/miR-362-3p/SLC6A6","UCS",1
"miR-501-5p/miR-382-5p/RAPH1","LIHC",1
"miR-502-3p/miR-378a-5p/AGRN","UCS",1
"miR-502-5p/miR-103a-2-5p/RAB3C","SARC",1
"miR-192-5p/miR-19b-3p/IL1R1","UVM",1
"miR-193a-3p/miR-16-2-3p/PDCD4","SKCM",1
"miR-503-5p/miR-181d-5p/NFE2L1","ACC",1
"miR-503-5p/miR-18a-5p/KIF21A","UCS",1
"miR-30b-5p/miR-183-5p/CPEB2","DLBC",1
"miR-30b-5p/miR-183-5p/PANK3","DLBC",1
"miR-30b-5p/miR-548f-3p/ZFP36L1","COAD",1
"miR-30b-5p/miR-9-3p/PTPN13","COAD",1
"miR-30c-2-3p/miR-324-3p/ERF","SKCM",1
"miR-30c-2-3p/miR-328-3p/TNC","SARC",1
"miR-193a-3p/miR-3200-3p/DCAF7","SKCM",1
"miR-193b-3p/miR-132-5p/AMOTL2","SKCM",1
"miR-3150b-3p/miR-365a-3p/NR3C1","SKCM",1
"miR-31-5p/let-7b-5p/CKAP2L","THYM",1
"miR-503-5p/miR-320d/SEC24A","HNSC",1
"miR-505-3p/miR-19b-3p/IGF1R","SARC",1
"miR-193b-3p/miR-455-3p/EEF2","SKCM",1
"miR-193b-3p/miR-509-3p/DDAH1","KICH",1
"miR-193b-3p/miR-532-3p/ABI2","ESCA",1
"miR-193b-3p/miR-582-5p/TGFBR3","CHOL",1
"miR-31-5p/let-7f-2-3p/TUB","COAD",1
"miR-31-5p/miR-199b-3p/E2F2","LGG",1
"miR-505-3p/miR-29b-2-5p/IGF1R","SARC",1
"miR-505-5p/miR-135b-5p/NPTX1","BLCA",1
"miR-193b-3p/miR-616-5p/TRPS1","BLCA",1
"miR-195-3p/miR-411-3p/B2M","ACC",1
"miR-195-5p/miR-107/NNT","ACC",1
"miR-31-5p/miR-222-5p/GIGYF1","SKCM",1
"miR-31-5p/miR-376c-3p/ASPM","THYM",1
"miR-31-5p/miR-548d-3p/BTBD3","TGCT",1
"miR-3200-3p/miR-421/AHNAK","UCS",1
"miR-3200-3p/miR-7-5p/COL6A3","PAAD",1
"miR-195-5p/miR-30a-3p/NFATC3","THYM",1
"miR-195-5p/miR-383-5p/CDK6","THYM",1
"miR-508-5p/miR-520h/GLB1L3","THYM",1
"miR-509-3p/miR-224-5p/EIF1AD","ACC",1
"miR-195-5p/miR-424-5p/OTUD3","STAD",1
"miR-195-5p/miR-629-3p/ABHD2","TGCT",1
"miR-511-5p/let-7c-5p/HMGA2","UCEC",1
"miR-511-5p/miR-146b-5p/MAP1B","UCEC",1
"miR-511-5p/miR-193b-3p/ATP1A1","KICH",1
"miR-511-5p/miR-195-5p/CXCL5","UCEC",1
"miR-196a-5p/miR-432-5p/PEG10","SKCM",1
"miR-196a-5p/miR-92b-5p/MRPL34","TGCT",1
"miR-511-5p/miR-381-3p/ZBTB38","PCPG",1
"miR-512-3p/miR-106a-5p/KCNMB1","TGCT",1
"miR-513b-5p/miR-889-3p/DCC","SKCM",1
"miR-514a-3p/miR-3170/MDM4","THYM",1
"miR-320b/let-7c-5p/CDK6","HNSC",1
"miR-320b/miR-133a-3p/FAM160B1","DLBC",1
"miR-320b/miR-98-5p/AFF4","UCS",1
"miR-320c/miR-125a-3p/SYNGR2","SARC",1
"miR-320c/miR-1-3p/ATM","UVM",1
"miR-320d/miR-363-3p/HMGA2","LUAD",1
"miR-32-3p/miR-324-5p/AHNAK","LUAD",1
"miR-196b-5p/miR-3934-5p/TMOD2","ESCA",1
"miR-32-3p/miR-9-3p/OAS2","BLCA",1
"miR-324-3p/miR-199b-3p/LTBP1","SARC",1
"miR-324-3p/miR-340-5p/IGF1R","SARC",1
"miR-324-3p/miR-432-5p/ID4","SARC",1
"miR-324-5p/miR-455-3p/MBD3","SKCM",1
"miR-32-5p/miR-17-3p/ZEB2","SARC",1
"miR-32-5p/miR-192-5p/FGF2","SARC",1
"miR-326/miR-320b/PTPRN","STAD",1
"miR-328-3p/let-7e-5p/PHF19","SARC",1
"miR-329-3p/miR-183-5p/GPRIN3","TGCT",1
"miR-329-3p/miR-362-3p/FASLG","UCS",1
"miR-329-3p/miR-362-3p/MON1B","UCS",1
"miR-1976/miR-543/KCNQ5","SARC",1
"miR-199a-3p/miR-542-3p/CYP1B1","SARC",1
"miR-329-3p/miR-532-5p/SS18","UCS",1
"miR-330-3p/miR-188-3p/SOD2","SARC",1
"miR-199a-3p/miR-889-3p/CYP1B1","SARC",1
"miR-199a-5p/miR-154-5p/LMNB1","THYM",1
"miR-199a-5p/miR-194-3p/VEGFA","CESC",1
"miR-199a-5p/miR-30a-5p/TRIM59","THYM",1
"miR-199a-5p/miR-338-5p/ETS2","CESC",1
"miR-199b-3p/miR-17-3p/TXNIP","SARC",1
"miR-330-3p/miR-330-5p/E2F1","SARC",1
"miR-330-5p/miR-363-3p/KCNC4","SARC",1
"miR-199b-3p/miR-195-3p/FGF2","SARC",1
"miR-199b-3p/miR-582-5p/FGF2","SARC",1
"miR-199b-5p/miR-1304-5p/SORL1","THYM",1
"miR-199b-5p/miR-199a-5p/ITGA3","UCS",1
"miR-199b-5p/miR-20a-3p/JAG1","ESCA",1
"miR-199b-5p/miR-20b-3p/HEG1","UCS",1
"miR-199b-5p/miR-330-5p/LDLR","CESC",1
"miR-199b-5p/miR-450b-5p/RBM47","SKCM",1
"miR-19a-3p/miR-139-3p/NPTX1","ESCA",1
"miR-19a-3p/miR-155-5p/TSHZ3","ESCA",1
"miR-19a-3p/miR-17-5p/BMP2","SKCM",1
"miR-19a-3p/miR-19b-3p/TRPC3","SARC",1
"miR-19a-3p/miR-345-5p/CCND2","LUAD",1
"miR-19b-1-5p/miR-195-5p/ACVR2A","SARC",1
"miR-19b-1-5p/miR-92b-3p/HIPK3","UCS",1
"miR-19b-3p/miR-30a-3p/ATXN1","UVM",1
"miR-19b-3p/miR-548b-3p/SOX6","LIHC",1
"miR-200a-3p/let-7c-5p/CCNE2","BLCA",1
"miR-200a-3p/miR-31-5p/TTC28","ESCA",1
"miR-200a-3p/miR-326/SOX11","ESCA",1
"miR-200a-5p/miR-93-3p/PLAG1","STAD",1
"miR-200b-3p/miR-130b-3p/LGALS8","LIHC",1
"miR-200b-3p/miR-135b-5p/ELMO2","SKCM",1
"miR-200b-3p/miR-186-5p/PMAIP1","SARC",1
"miR-200b-3p/miR-19b-1-5p/CLIC4","SARC",1
"miR-200b-3p/miR-214-3p/CLEC2D","THYM",1
"miR-200b-3p/miR-501-3p/SH3PXD2A","OV",1
"miR-200c-3p/miR-150-5p/MTSS2","ACC",1
"miR-200c-3p/miR-17-5p/CAPRIN2","THYM",1
"miR-203a-3p/miR-181c-5p/SLC38A2","LIHC",1
"miR-203a-3p/miR-18a-5p/CTNNB1","CESC",1
"miR-203a-3p/miR-205-5p/SLC7A2","ESCA",1
"miR-203a-3p/miR-877-5p/AHNAK","COAD",1
"miR-204-5p/miR-1271-5p/LSP1","SARC",1
"miR-204-5p/miR-2355-3p/EEF2","KICH",1
"miR-204-5p/miR-501-3p/PICALM","KICH",1
"miR-205-3p/miR-651-5p/FZD6","TGCT",1
"miR-205-5p/miR-16-2-3p/NOTCH2","KIRP",1
"miR-20a-3p/miR-138-5p/JAG1","BLCA",1
"miR-20a-3p/miR-210-3p/PPTC7","SARC",1
"miR-20a-5p/let-7c-5p/SLCO5A1","SARC",1
"miR-20a-5p/miR-106a-5p/ANKH","SKCM",1
"miR-20a-5p/miR-18a-3p/NBL1","THYM",1
"miR-548j-5p/miR-500a-5p/TACC1","TGCT",1
"miR-548t-5p/miR-18a-5p/PYGO1","THYM",1
"miR-548v/miR-221-3p/HMBOX1","UVM",1
"miR-548v/miR-616-5p/SLC19A3","ACC",1
"miR-550a-5p/miR-17-5p/NFIC","SKCM",1
"miR-570-3p/miR-141-5p/LIPA","KICH",1
"miR-577/miR-149-5p/CCND2","UCEC",1
"miR-582-3p/miR-186-5p/WDFY3","SARC",1
"miR-582-3p/miR-224-3p/ADGRL2","OV",1
"miR-582-3p/miR-29c-3p/DTX4","SARC",1
"miR-582-3p/miR-766-3p/RPL28","ACC",1
"miR-582-5p/miR-196b-5p/ACVR2B","TGCT",1
"miR-582-5p/miR-2355-5p/FBN2","HNSC",1
"miR-582-5p/miR-345-5p/FBN2","HNSC",1
"miR-582-5p/miR-92b-3p/PARD6B","UVM",1
"miR-584-5p/miR-7-5p/IGFBP5","LUSC",1
"miR-589-3p/miR-125b-2-3p/CACHD1","KIRP",1
"miR-589-3p/miR-582-3p/IDS","ESCA",1
"miR-589-3p/miR-93-3p/NFATC3","SKCM",1
"miR-592/miR-29c-3p/PRRC2C","MESO",1
"miR-616-5p/miR-335-5p/PXMP4","SKCM",1
"miR-616-5p/miR-589-3p/CDKN1A","CESC",1
"miR-627-5p/miR-10b-3p/LYN","LUSC",1
"miR-627-5p/miR-326/RBM20","STAD",1
"miR-628-3p/miR-34a-5p/GAB1","SKCM",1
"miR-628-5p/miR-30a-3p/THBS1","SARC",1
"miR-628-5p/miR-497-5p/RAPH1","SARC",1
"miR-628-5p/miR-624-5p/CDK6","UCEC",1
"miR-629-3p/miR-302a-3p/FKBP14","TGCT",1
"miR-636/miR-17-5p/ITGA2","SKCM",1
"miR-642a-5p/miR-150-3p/MSI2","MESO",1
"miR-642a-5p/miR-326/PEX5L","KIRP",1
"miR-642a-5p/miR-411-3p/RHOB","LUAD",1
"miR-642a-5p/miR-432-5p/STC1","UCEC",1
"miR-653-5p/miR-144-5p/SOD2","SARC",1
"miR-654-3p/miR-15b-3p/CDKN1A","DLBC",1
"miR-654-5p/miR-193b-3p/SCAMP4","SKCM",1
"miR-654-5p/miR-224-5p/GDI1","SKCM",1
"miR-655-3p/miR-181c-5p/SESN3","LIHC",1
"miR-655-3p/miR-497-5p/MAP3K21","SARC",1
"miR-664a-3p/miR-320b/IREB2","DLBC",1
"miR-664a-5p/miR-19a-3p/TMEM178B","SARC",1
"miR-676-3p/miR-548j-5p/LCOR","THYM",1
"miR-708-5p/miR-153-3p/CCND2","STAD",1
"miR-744-5p/miR-23a-5p/WDR37","UCS",1
"miR-758-3p/miR-20b-5p/ENPP5","THYM",1
"miR-7-5p/miR-129-2-3p/COL6A1","PAAD",1
"miR-7-5p/miR-222-5p/SOD2","LIHC",1
"miR-7-5p/miR-29c-3p/NUFIP2","SKCM",1
"miR-7-5p/miR-335-3p/COLEC12","CESC",1
"miR-7-5p/miR-33b-5p/SKIL","PAAD",1
"miR-7-5p/miR-455-3p/GGCX","LUAD",1
"miR-7-5p/miR-503-5p/PAPPA","STAD",1
"miR-7-5p/miR-760/EP300","THYM",1
"miR-760/miR-338-5p/PRLR","READ",1
"miR-760/miR-497-5p/HYOU1","TGCT",1
"miR-760/miR-511-5p/ZNF711","UVM",1
"miR-760/miR-629-3p/PMEPA1","COAD",1
"miR-760/miR-766-3p/EIF4EBP2","TGCT",1
"miR-766-3p/miR-181a-2-3p/MACF1","DLBC",1
"miR-766-3p/miR-215-5p/TAOK1","THYM",1
"miR-766-3p/miR-424-5p/MTHFR","ACC",1
"miR-769-3p/miR-219a-1-3p/STC2","DLBC",1
"miR-873-5p/miR-494-3p/MCL1","TGCT",1
"miR-874-3p/miR-141-3p/RAB3B","KIRP",1
"miR-877-3p/miR-7-5p/DLC1","READ",1
"miR-877-3p/miR-96-5p/SLC5A3","UCS",1
"miR-92b-3p/miR-130b-3p/NACC2","TGCT",1
"miR-92b-3p/miR-203a-3p/CPEB4","UCS",1
"miR-93-5p/miR-17-5p/BCL11B","SKCM",1
"miR-93-5p/miR-193b-3p/APP","SKCM",1
"miR-93-5p/miR-20a-5p/MYPN","STAD",1
"miR-93-5p/miR-20a-5p/NIBAN1","SKCM",1
"miR-937-3p/miR-548f-3p/NR2F2","COAD",1
"miR-939-5p/miR-192-5p/COL1A2","UCEC",1
"miR-939-5p/miR-940/NOTCH2","ACC",1
"miR-9-3p/miR-548f-3p/TMEM64","TGCT",1
"miR-940/miR-1323/CAMSAP1","THYM",1
"miR-940/miR-18a-3p/PTCH1","ESCA",1
"miR-940/miR-30b-3p/TCF23","SARC",1
"miR-940/miR-491-5p/CCND2","UCEC",1
"miR-940/miR-520d-3p/KIAA0513","THYM",1
"miR-942-5p/miR-142-3p/AFF4","ACC",1
"miR-942-5p/miR-33a-5p/VLDLR","BLCA",1
"miR-942-5p/miR-93-5p/WASF3","BLCA",1
"miR-95-3p/miR-708-5p/TRIO","SARC",1
"miR-9-5p/miR-15a-5p/FSTL1","THYM",1
"miR-96-5p/miR-129-5p/FNDC3A","ESCA",1
"miR-96-5p/miR-139-5p/MCL1","PAAD",1
"miR-96-5p/miR-143-3p/TRIM71","UCEC",1
"miR-96-5p/miR-15a-5p/CTDSP1","UVM",1
"miR-96-5p/miR-182-5p/S100Z","ESCA",1
"miR-96-5p/miR-20a-5p/FBN1","OV",1
"miR-96-5p/miR-488-3p/PGK1","ACC",1
"miR-96-5p/miR-497-3p/USP53","MESO",1
"miR-20a-5p/miR-760/MICB","OV",1
"miR-518a-5p/let-7b-5p/CNTRL","THYM",1
"miR-527/let-7b-5p/RRM2","THYM",1
"miR-330-5p/miR-501-3p/CNOT6","SKCM",1
"let-7a-2-3p/miR-30a-5p/ZFAND5","THYM",1
"let-7a-3p/miR-940/MYH9","SKCM",1
"let-7b-5p/miR-125b-5p/LMNB1","THYM",1
"let-7c-5p/let-7e-5p/GPRC5A","TGCT",1
"let-7c-5p/miR-186-5p/GREB1L","SARC",1
"let-7c-5p/miR-191-3p/RHOB","SARC",1
"let-7c-5p/miR-203a-3p/PXDN","ESCA",1
"let-7c-5p/miR-223-3p/RHOB","SARC",1
"let-7c-5p/miR-27b-3p/ABL2","SARC",1
"let-7c-5p/miR-29c-3p/CTDSPL2","SARC",1
"let-7c-5p/miR-342-5p/RHOB","SARC",1
"let-7c-5p/miR-3615/RHOB","SARC",1
"let-7c-5p/miR-642a-5p/RHOB","SARC",1
"let-7c-5p/miR-642a-5p/ZFHX2","SARC",1
"let-7e-5p/miR-671-5p/IGF1R","SARC",1
"let-7f-5p/miR-221-5p/NAT8L","LUAD",1
"let-7f-5p/miR-424-5p/ZFHX3","LUAD",1
"let-7f-5p/miR-629-3p/HTT","LUAD",1
"let-7i-3p/miR-543/COL12A1","ACC",1
"miR-100-5p/miR-99a-5p/SCN3A","SARC",1
"miR-101-3p/miR-362-3p/GREB1L","UVM",1
"miR-101-5p/miR-135b-5p/TNPO2","SKCM",1
"miR-101-5p/miR-33b-5p/COL5A1","READ",1
"miR-103a-2-5p/miR-141-3p/EPHA7","BLCA",1
"miR-103a-2-5p/miR-192-5p/IGDCC4","SKCM",1
"miR-103a-2-5p/miR-2110/NFIB","SARC",1
"miR-106a-5p/miR-1224-5p/OAS2","TGCT",1
"miR-106a-5p/miR-1287-5p/TAOK2","ACC",1
"miR-106a-5p/miR-17-3p/PAM","UCEC",1
"miR-106a-5p/miR-181d-5p/RIF1","TGCT",1
"miR-106a-5p/miR-20b-5p/KCNMB1","ESCA",1
"miR-106a-5p/miR-20b-5p/PPP1R12B","ESCA",1
"miR-10a-3p/miR-195-5p/ASPM","BLCA",1
"miR-10a-5p/let-7b-5p/MTF2","UVM",1
"miR-10b-3p/miR-455-3p/KLF6","LUSC",1
"miR-10b-5p/miR-340-3p/CCND2","BLCA",1
"miR-10b-5p/miR-651-5p/CDK6","BLCA",1
"miR-1224-5p/miR-222-5p/MKI67","LGG",1
"miR-122-5p/miR-9-5p/CLIC4","TGCT",1
"miR-1226-3p/miR-125b-2-3p/MRPL12","TGCT",1
"miR-1226-3p/miR-130a-3p/MAL2","OV",1
"miR-1226-3p/miR-142-5p/ZNF248","STAD",1
"miR-1226-3p/miR-330-5p/MUC1","SARC",1
"miR-1228-3p/miR-7-1-3p/BRD4","SKCM",1
"miR-1229-3p/miR-654-3p/CDKN1A","LGG",1
"miR-124-3p/miR-7-5p/FN1","TGCT",1
"miR-125a-3p/miR-219a-1-3p/BTG2","SARC",1
"miR-125a-5p/miR-125b-5p/NFATC3","THYM",1
"miR-125a-5p/miR-1262/MBD3","THYM",1
"miR-125a-5p/miR-19a-3p/NCOA2","LIHC",1
"miR-125b-5p/miR-96-5p/EDEM1","THYM",1
"miR-1262/miR-766-3p/IRAK2","BLCA",1
"miR-1266-5p/miR-326/GIGYF1","UCS",1
"miR-1270/miR-219a-1-3p/OAS2","UVM",1
"miR-1270/miR-296-3p/FAT3","TGCT",1
"miR-1270/miR-29c-3p/NOL4L","CESC",1
"miR-1271-5p/miR-96-5p/TACC1","BLCA",1
"miR-127-5p/let-7b-5p/TUBB","THYM",1
"miR-129-2-3p/miR-103a-2-5p/DHCR24","PAAD",1
"miR-129-5p/miR-20a-5p/CALCOCO2","UCS",1
"miR-129-5p/miR-483-5p/MLXIP","SARC",1
"miR-1301-3p/miR-188-3p/MAFK","READ",1
"miR-1301-3p/miR-19b-1-5p/IRF4","STAD",1
"miR-1304-5p/miR-223-5p/NT5DC1","THYM",1
"miR-1305/miR-183-5p/PCGF5","TGCT",1
"miR-1305/miR-335-5p/MBNL1","TGCT",1
"miR-130a-3p/miR-17-5p/SFT2D2","UCS",1
"miR-130a-3p/miR-20a-5p/ENPP5","UCS",1
"miR-130a-3p/miR-651-5p/KLRD1","UCEC",1
"miR-130a-5p/miR-148a-5p/SEMA6D","BRCA",1
"miR-130a-5p/miR-149-5p/VAV3","UCEC",1
"miR-130b-3p/miR-1180-3p/RAPGEF2","ACC",1
"miR-130b-3p/miR-130a-3p/ARAP2","UCS",1
"miR-130b-3p/miR-301a-3p/ENPP5","ACC",1
"miR-130b-3p/miR-32-3p/EFR3A","ACC",1
"miR-130b-3p/miR-33b-5p/EIF5","ACC",1
"miR-130b-3p/miR-766-3p/CCT6A","TGCT",1
"miR-130b-5p/miR-148a-3p/ZNF512B","STAD",1
"miR-130b-5p/miR-17-5p/PSD3","LIHC",1
"miR-130b-5p/miR-183-3p/RNF145","TGCT",1
"miR-1323/miR-942-5p/PEG10","TGCT",1
"miR-132-3p/miR-199b-3p/PGM2L1","SARC",1
"miR-132-3p/miR-212-3p/CD226","SARC",1
"miR-17-3p/miR-1296-5p/PALM2AKAP2","SARC",1
"miR-17-3p/miR-130b-5p/PALM2AKAP2","SARC",1
"miR-133a-3p/miR-133b/HLA-B","UCS",1
"miR-133a-3p/miR-181b-5p/APOL6","SARC",1
"miR-17-3p/miR-17-5p/RASEF","DLBC",1
"miR-17-5p/let-7e-5p/SLCO5A1","SARC",1
"miR-133a-3p/miR-367-3p/PTPRJ","TGCT",1
"miR-133a-3p/miR-493-3p/EIF4A1","KIRP",1
"miR-17-5p/miR-106a-5p/CLIP4","DLBC",1
"miR-17-5p/miR-106a-5p/PIK3R1","LIHC",1
"miR-134-5p/miR-18b-5p/RNF213","DLBC",1
"miR-134-5p/miR-935/DAB2","ACC",1
"miR-135a-5p/miR-940/HYOU1","TGCT",1
"miR-17-5p/miR-106b-5p/ANKRD33B","SARC",1
"miR-17-5p/miR-130b-5p/TGFBR3","DLBC",1
"miR-17-5p/miR-142-5p/LUZP2","THYM",1
"miR-17-5p/miR-20a-5p/LRRD1","THYM",1
"miR-17-5p/miR-301b-3p/ENPP5","UCS",1
"miR-17-5p/miR-338-3p/RAPH1","LIHC",1
"miR-17-5p/miR-424-5p/DIAPH1","UCS",1
"miR-17-5p/miR-98-5p/CALD1","OV",1
"miR-181a-2-3p/miR-181d-5p/CSNK1A1","DLBC",1
"miR-181a-2-3p/miR-651-5p/ELK4","TGCT",1
"miR-181a-2-3p/miR-651-5p/IGF1R","SARC",1
"miR-181a-3p/miR-539-5p/LAMA4","SARC",1
"miR-181a-5p/miR-19a-3p/GREB1L","THYM",1
"miR-214-3p/miR-193b-3p/AGPAT1","SKCM",1
"miR-214-3p/miR-940/ITPR3","TGCT",1
"miR-135b-3p/miR-3065-3p/IGF1R","CESC",1
"miR-135b-5p/miR-17-5p/ZNF217","THYM",1
"miR-181b-5p/miR-16-1-3p/GREB1L","THYM",1
"miR-181c-5p/miR-181a-2-3p/WNK1","DLBC",1
"miR-181c-5p/miR-660-5p/PMAIP1","SARC",1
"miR-181d-5p/miR-125b-5p/TFRC","THYM",1
"miR-136-3p/miR-141-3p/CALU","SARC",1
"miR-136-5p/miR-501-5p/CD59","KICH",1
"miR-214-5p/miR-125b-5p/EFEMP1","SARC",1
"miR-214-5p/miR-181a-2-3p/FN1","SARC",1
"miR-215-5p/miR-192-5p/LCN10","ESCA",1
"miR-215-5p/miR-30a-5p/SLC7A11","STAD",1
"miR-215-5p/miR-581/PRICKLE1","UCEC",1
"miR-21-5p/miR-195-5p/DCAF7","SARC",1
"miR-181d-5p/miR-129-5p/GSTCD","DLBC",1
"miR-181d-5p/miR-155-5p/NAA50","DLBC",1
"miR-181d-5p/miR-218-5p/APOL6","SARC",1
"miR-182-5p/let-7b-5p/SLC7A6","THYM",1
"miR-21-5p/miR-378a-3p/SERPINI1","SARC",1
"miR-218-5p/let-7f-2-3p/MTMR12","KICH",1
"miR-182-5p/miR-125b-5p/SMC2","THYM",1
"miR-182-5p/miR-141-3p/PRKAA2","BLCA",1
"miR-182-5p/miR-301b-3p/ZFP36","UCEC",1
"miR-182-5p/miR-30a-3p/TSC22D3","THYM",1
"miR-218-5p/miR-130a-3p/GALNT4","UCS",1
"miR-218-5p/miR-130b-3p/FYCO1","UCS",1
"miR-182-5p/miR-335-3p/SHMT1","UCS",1
"miR-182-5p/miR-34a-5p/LRP3","READ",1
"miR-182-5p/miR-454-5p/NUDT21","SKCM",1
"miR-183-5p/miR-19a-3p/PRLR","SARC",1
"miR-218-5p/miR-18a-3p/ATP2B4","CESC",1
"miR-218-5p/miR-301b-3p/GALNT4","UCS",1
"miR-218-5p/miR-32-3p/SLC25A36","STAD",1
"miR-218-5p/miR-34c-3p/NCKAP1","KICH",1
"miR-138-5p/miR-106a-5p/TSKU","SKCM",1
"miR-138-5p/miR-9-3p/TOB1","BLCA",1
"miR-139-3p/miR-204-5p/SLC43A2","ACC",1
"miR-183-5p/miR-224-5p/LHFPL2","ESCA",1
"miR-183-5p/miR-500a-3p/GLUL","SARC",1
"miR-185-3p/miR-29a-3p/DIPK1B","BLCA",1
"miR-185-3p/miR-33b-5p/GIGYF1","UCS",1
"miR-218-5p/miR-9-5p/NHSL1","KICH",1
"miR-221-3p/miR-1224-5p/MKI67","LGG",1
"miR-186-5p/miR-503-5p/TRMT9B","SARC",1
"miR-187-3p/miR-339-5p/EEF2","SKCM",1
"miR-188-3p/miR-424-5p/SOD2","SARC",1
"miR-188-3p/miR-500b-5p/GPRC5A","UCS",1
"miR-139-5p/miR-141-5p/FAM222B","SKCM",1
"miR-139-5p/miR-33b-5p/PABPC3","PAAD",1
"miR-1-3p/miR-181c-5p/COL12A1","DLBC",1
"miR-1-3p/miR-329-3p/CA8","UCS",1
"miR-141-3p/miR-1224-5p/EXT1","PAAD",1
"miR-141-3p/miR-196b-5p/EPHA7","BLCA",1
"miR-141-3p/miR-200a-3p/BBS10","UCS",1
"miR-221-5p/miR-29b-3p/SC5D","BLCA",1
"miR-221-5p/miR-615-3p/NPTX1","ESCA",1
"miR-141-3p/miR-30a-5p/PHF13","UCS",1
"miR-141-5p/miR-331-3p/DIPK1B","BLCA",1
